Fri Aug 12 02:08:08 UTC 2022 Starting master on server1
core file size          (blocks, -c) unlimited
2022-08-12 02:08:29,489 INFO  [master/server1:16000:becomeActiveMaster] cleaner.DirScanPool: Cleaner pool size is 1
2022-08-12 02:08:29,498 INFO  [master/server1:16000:becomeActiveMaster] zookeeper.RecoverableZooKeeper: Process identifier=replicationLogCleaner connecting to ZooKeeper ensemble=10.5.0.7:2181,10.5.0.6:2181,10.5.0.13:2181
2022-08-12 02:08:29,499 INFO  [master/server1:16000:becomeActiveMaster] zookeeper.ZooKeeper: Initiating client connection, connectString=10.5.0.7:2181,10.5.0.6:2181,10.5.0.13:2181 sessionTimeout=90000 watcher=org.apache.hadoop.hbase.zookeeper.PendingWatcher@38636983
2022-08-12 02:08:29,509 INFO  [master/server1:16000:becomeActiveMaster] cleaner.LogCleaner: Creating 2 OldWALs cleaner threads
2022-08-12 02:08:29,538 INFO  [master/server1:16000:becomeActiveMaster-SendThread(10.5.0.6:2181)] zookeeper.ClientCnxn: Opening socket connection to server 10.5.0.6/10.5.0.6:2181. Will not attempt to authenticate using SASL (unknown error)
2022-08-12 02:08:29,542 INFO  [master/server1:16000:becomeActiveMaster-SendThread(10.5.0.6:2181)] zookeeper.ClientCnxn: Socket connection established to 10.5.0.6/10.5.0.6:2181, initiating session
2022-08-12 02:08:29,547 INFO  [master/server1:16000:becomeActiveMaster-SendThread(10.5.0.6:2181)] zookeeper.ClientCnxn: Session establishment complete on server 10.5.0.6/10.5.0.6:2181, sessionid = 0x2000013ce2e0003, negotiated timeout = 40000
2022-08-12 02:08:29,553 INFO  [PEWorker-1] procedure2.ProcedureExecutor: Initialized subprocedures=[{pid=2, ppid=1, state=RUNNABLE:REGION_STATE_TRANSITION_GET_ASSIGN_CANDIDATE; TransitRegionStateProcedure table=hbase:meta, region=1588230740, ASSIGN}]
2022-08-12 02:08:29,669 INFO  [PEWorker-2] procedure.MasterProcedureScheduler: Took xlock for pid=2, ppid=1, state=RUNNABLE:REGION_STATE_TRANSITION_GET_ASSIGN_CANDIDATE; TransitRegionStateProcedure table=hbase:meta, region=1588230740, ASSIGN
2022-08-12 02:08:29,684 INFO  [PEWorker-2] assignment.TransitRegionStateProcedure: Starting pid=2, ppid=1, state=RUNNABLE:REGION_STATE_TRANSITION_GET_ASSIGN_CANDIDATE, locked=true; TransitRegionStateProcedure table=hbase:meta, region=1588230740, ASSIGN; rit=OFFLINE, location=null; forceNewPlan=false, retain=false
2022-08-12 02:08:29,835 WARN  [master/server1:16000] assignment.AssignmentManager: No servers available; cannot place 1 unassigned regions.
2022-08-12 02:08:30,838 WARN  [master/server1:16000] assignment.AssignmentManager: No servers available; cannot place 1 unassigned regions.
2022-08-12 02:08:31,841 WARN  [master/server1:16000] assignment.AssignmentManager: No servers available; cannot place 1 unassigned regions.
2022-08-12 02:08:32,655 INFO  [RpcServer.default.FPBQ.Fifo.handler=28,queue=1,port=16000] master.ServerManager: Registering regionserver=server2,16020,1660270093369
2022-08-12 02:08:32,680 INFO  [RegionServerTracker-0] master.RegionServerTracker: RegionServer ephemeral node created, adding [server2,16020,1660270093369]
2022-08-12 02:08:32,703 INFO  [RpcServer.default.FPBQ.Fifo.handler=28,queue=1,port=16000] master.ServerManager: Registering regionserver=server1,16020,1660270093926
2022-08-12 02:08:32,741 INFO  [RegionServerTracker-0] master.RegionServerTracker: RegionServer ephemeral node created, adding [server1,16020,1660270093926]
2022-08-12 02:08:32,777 INFO  [RpcServer.default.FPBQ.Fifo.handler=28,queue=1,port=16000] master.ServerManager: Registering regionserver=server3,16020,1660270093400
2022-08-12 02:08:32,805 INFO  [RegionServerTracker-0] master.RegionServerTracker: RegionServer ephemeral node created, adding [server3,16020,1660270093400]
2022-08-12 02:08:32,874 INFO  [PEWorker-3] zookeeper.MetaTableLocator: Setting hbase:meta (replicaId=0) location in ZooKeeper as server2,16020,1660270093369
2022-08-12 02:08:32,926 INFO  [PEWorker-3] procedure2.ProcedureExecutor: Initialized subprocedures=[{pid=3, ppid=2, state=RUNNABLE; org.apache.hadoop.hbase.master.assignment.OpenRegionProcedure}]
2022-08-12 02:08:34,443 INFO  [PEWorker-5] zookeeper.MetaTableLocator: Setting hbase:meta (replicaId=0) location in ZooKeeper as server2,16020,1660270093369
2022-08-12 02:08:34,468 INFO  [PEWorker-5] procedure2.ProcedureExecutor: Finished subprocedure pid=3, resume processing parent pid=2, ppid=1, state=RUNNABLE:REGION_STATE_TRANSITION_CONFIRM_OPENED, locked=true; TransitRegionStateProcedure table=hbase:meta, region=1588230740, ASSIGN
2022-08-12 02:08:34,469 INFO  [PEWorker-5] procedure2.ProcedureExecutor: Finished pid=3, ppid=2, state=SUCCESS; org.apache.hadoop.hbase.master.assignment.OpenRegionProcedure in 1.5290sec
2022-08-12 02:08:34,483 INFO  [PEWorker-6] procedure2.ProcedureExecutor: Finished subprocedure pid=2, resume processing parent pid=1, state=RUNNABLE, locked=true; InitMetaProcedure table=hbase:meta
2022-08-12 02:08:34,483 INFO  [PEWorker-6] procedure2.ProcedureExecutor: Finished pid=2, ppid=1, state=SUCCESS; TransitRegionStateProcedure table=hbase:meta, region=1588230740, ASSIGN in 4.9160sec
2022-08-12 02:08:34,599 INFO  [PEWorker-7] procedure2.ProcedureExecutor: Finished pid=1, state=SUCCESS; InitMetaProcedure table=hbase:meta in 5.4360sec
2022-08-12 02:08:34,600 INFO  [master/server1:16000:becomeActiveMaster] master.HMaster: Master startup: status=Wait for region servers to report in, state=RUNNING, startTime=1660270105406, completionTime=-1
2022-08-12 02:08:34,600 INFO  [master/server1:16000:becomeActiveMaster] master.ServerManager: Waiting on regionserver count=3; waited=0ms, expecting min=1 server(s), max=NO_LIMIT server(s), timeout=4500ms, lastChange=0ms
2022-08-12 02:08:36,122 INFO  [master/server1:16000:becomeActiveMaster] master.ServerManager: Waiting on regionserver count=3; waited=1522ms, expecting min=1 server(s), max=NO_LIMIT server(s), timeout=4500ms, lastChange=-1522ms
2022-08-12 02:08:37,654 INFO  [master/server1:16000:becomeActiveMaster] master.ServerManager: Waiting on regionserver count=3; waited=3054ms, expecting min=1 server(s), max=NO_LIMIT server(s), timeout=4500ms, lastChange=-3054ms
2022-08-12 02:08:39,120 INFO  [master/server1:16000:becomeActiveMaster] master.ServerManager: Finished waiting on RegionServer count=3; waited=4520ms, expected min=1 server(s), max=NO_LIMIT server(s), master is running
2022-08-12 02:08:39,277 INFO  [master/server1:16000:becomeActiveMaster] assignment.AssignmentManager: Number of RegionServers=3
2022-08-12 02:08:39,278 INFO  [master/server1:16000:becomeActiveMaster] procedure2.TimeoutExecutorThread: ADDED pid=-1, state=WAITING_TIMEOUT; org.apache.hadoop.hbase.master.assignment.AssignmentManager$RegionInTransitionChore; timeout=60000, timestamp=1660270179278
2022-08-12 02:08:39,281 ERROR [master/server1:16000:becomeActiveMaster] master.HMaster: Failed to become active master
java.lang.NullPointerException
	at org.apache.hadoop.hbase.procedure2.ProcedureExecutor.addChore(ProcedureExecutor.java:722)
	at org.apache.hadoop.hbase.master.assignment.AssignmentManager.joinCluster(AssignmentManager.java:1359)
	at org.apache.hadoop.hbase.master.HMaster.finishActiveMasterInitialization(HMaster.java:1065)
	at org.apache.hadoop.hbase.master.HMaster.startActiveMasterManager(HMaster.java:2112)
	at org.apache.hadoop.hbase.master.HMaster.lambda$run$0(HMaster.java:580)
	at java.lang.Thread.run(Thread.java:748)
2022-08-12 02:08:39,282 ERROR [master/server1:16000:becomeActiveMaster] master.HMaster: Master server abort: loaded coprocessors are: []
2022-08-12 02:08:39,282 ERROR [master/server1:16000:becomeActiveMaster] master.HMaster: ***** ABORTING master server1,16000,1660270092224: Unhandled exception. Starting shutdown. *****
java.lang.NullPointerException
	at org.apache.hadoop.hbase.procedure2.ProcedureExecutor.addChore(ProcedureExecutor.java:722)
	at org.apache.hadoop.hbase.master.assignment.AssignmentManager.joinCluster(AssignmentManager.java:1359)
	at org.apache.hadoop.hbase.master.HMaster.finishActiveMasterInitialization(HMaster.java:1065)
	at org.apache.hadoop.hbase.master.HMaster.startActiveMasterManager(HMaster.java:2112)
	at org.apache.hadoop.hbase.master.HMaster.lambda$run$0(HMaster.java:580)
	at java.lang.Thread.run(Thread.java:748)
2022-08-12 02:08:39,282 INFO  [master/server1:16000:becomeActiveMaster] regionserver.HRegionServer: ***** STOPPING region server 'server1,16000,1660270092224' *****
2022-08-12 02:08:39,282 INFO  [master/server1:16000:becomeActiveMaster] regionserver.HRegionServer: STOPPED: Stopped by master/server1:16000:becomeActiveMaster
2022-08-12 02:08:39,283 INFO  [master/server1:16000] regionserver.HRegionServer: Stopping infoServer
2022-08-12 02:08:39,311 INFO  [master/server1:16000] handler.ContextHandler: Stopped o.e.j.w.WebAppContext@21c7208d{/,null,UNAVAILABLE}{file:/hbase/hbase-2.2.2/hbase-webapps/master}
2022-08-12 02:08:39,325 INFO  [master/server1:16000] server.AbstractConnector: Stopped ServerConnector@7f013e2e{HTTP/1.1,[http/1.1]}{0.0.0.0:16010}
2022-08-12 02:08:39,347 INFO  [master/server1:16000] handler.ContextHandler: Stopped o.e.j.s.ServletContextHandler@58e85c6f{/static,file:///hbase/hbase-2.2.2/hbase-webapps/static/,UNAVAILABLE}
2022-08-12 02:08:39,348 INFO  [master/server1:16000] handler.ContextHandler: Stopped o.e.j.s.ServletContextHandler@4ab550d5{/logs,file:///hbase/hbase-2.2.2/logs/,UNAVAILABLE}
2022-08-12 02:08:39,351 INFO  [master/server1:16000] regionserver.HRegionServer: aborting server server1,16000,1660270092224
2022-08-12 02:08:39,365 INFO  [ReadOnlyZKClient-10.5.0.7:2181,10.5.0.6:2181,10.5.0.13:2181@0x75b64922] zookeeper.ZooKeeper: Session: 0x1000013ce2e0003 closed
2022-08-12 02:08:39,366 INFO  [ReadOnlyZKClient-10.5.0.7:2181,10.5.0.6:2181,10.5.0.13:2181@0x75b64922-EventThread] zookeeper.ClientCnxn: EventThread shut down for session: 0x1000013ce2e0003
2022-08-12 02:08:39,369 INFO  [master/server1:16000] regionserver.HRegionServer: stopping server server1,16000,1660270092224; all regions closed.
2022-08-12 02:08:39,370 INFO  [master/server1:16000] hbase.ChoreService: Chore service for: master/server1:16000 had [] on shutdown
2022-08-12 02:08:39,380 INFO  [master/server1:16000] assignment.AssignmentManager: Stopping assignment manager
2022-08-12 02:08:39,384 INFO  [master/server1:16000] procedure2.RemoteProcedureDispatcher: Stopping procedure remote dispatcher
2022-08-12 02:08:39,384 INFO  [master/server1:16000] procedure2.ProcedureExecutor: Stopping
2022-08-12 02:08:39,396 INFO  [master/server1:16000] wal.WALProcedureStore: Stopping the WAL Procedure Store, isAbort=true
2022-08-12 02:08:39,425 INFO  [master/server1:16000] hbase.ChoreService: Chore service for: master/server1:16000.splitLogManager. had [[ScheduledChore: Name: SplitLogManager Timeout Monitor Period: 1000 Unit: MILLISECONDS]] on shutdown
2022-08-12 02:08:39,426 INFO  [master/server1:16000] flush.MasterFlushTableProcedureManager: stop: server shutting down.
2022-08-12 02:08:39,427 INFO  [master/server1:16000] ipc.NettyRpcServer: Stopping server on /10.5.0.7:16000
2022-08-12 02:08:39,458 INFO  [main-EventThread] zookeeper.ClientCnxn: EventThread shut down for session: 0x1000013ce2e0000
2022-08-12 02:08:39,459 INFO  [master/server1:16000] zookeeper.ZooKeeper: Session: 0x1000013ce2e0000 closed
2022-08-12 02:08:39,459 INFO  [master/server1:16000] regionserver.HRegionServer: Exiting; stopping=server1,16000,1660270092224; zookeeper connection closed.
2022-08-12 02:08:39,459 ERROR [main] master.HMasterCommandLine: Master exiting
java.lang.RuntimeException: HMaster Aborted
	at org.apache.hadoop.hbase.master.HMasterCommandLine.startMaster(HMasterCommandLine.java:244)
	at org.apache.hadoop.hbase.master.HMasterCommandLine.run(HMasterCommandLine.java:140)
	at org.apache.hadoop.util.ToolRunner.run(ToolRunner.java:76)
	at org.apache.hadoop.hbase.util.ServerCommandLine.doMain(ServerCommandLine.java:149)
	at org.apache.hadoop.hbase.master.HMaster.main(HMaster.java:2942)
